artifact__title,artifact__summary,artifact__type,artifact__date_published,artifact__date_published_year,artifact__date_circa,artifact__uri,artifact__tags,artifact__people__author,artifact__people__editor,collection__uuid,file__url
"Under Siege in Kachin State, Burma",,report,2011-11-01,,,https://phr.org/our-work/resources/under-siege-in-kachin-state-burma/,Mass Atrocities|Burma,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2020/11/Burma-KachinRpt-full-11-30-2011.pdf
Dual Loyalties,,report,2011-03-21,,,https://phr.org/our-work/resources/dual-loyalties/,United States,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2011/03/2011_DualLoyalties_Final_3_24_2011_opt.pdf
Do No Harm,,report,2011-04-22,,,https://phr.org/our-work/resources/do-no-harm/,Persecution of Health Workers|Bahrain,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2011/04/bahrain-do-no-harm-2011.pdf
Life Under the Junta,,report,2011-01-01,,,https://phr.org/our-work/resources/life-under-the-junta/,Mass Atrocities|Burma,"Parveen Parmar, MD, MPH",,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2011/01/life-under-the-junta-burma-chin-state.pdf
Experiments in Torture,,report,2010-06-01,,,https://phr.org/our-work/resources/experiments-in-torture-3/,Torture|United States,"Scott A. Allen, MD, FACP",,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2010/06/Experiments_in_Torture.pdf
Grading the Benchmarks,,other,2010-04-01,,,https://phr.org/our-work/resources/grading-the-benchmarks/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/grading-the-benchmarks.pdf
Hospital Staff Upholds International Medical Ethics During Unrest in Bangkok,,report,2010-05-01,,,https://phr.org/our-work/resources/hospital-staff-upholds-international-medical-ethics-during-unrest-in-bangkok/,Attacks on Health Care|Thailand,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2010/05/bangkok-unrest-2010.pdf
Incorporating the Right to Health into Health Workforce Plans,,other,2009-12-01,,,https://phr.org/our-work/resources/incorporating-the-right-to-health-into-health-workforce-plans/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/incorporating-right-to-health.pdf
Developing Rights-based Health Systems and Overcoming the Global Health Workforce Crisis: Proposals for the Obama Administration's Global Health Initiative,,other,2009-12-01,,,https://phr.org/our-work/resources/developing-rights-based-health-systems-and-overcoming-the-global-health-workforce-crisis-proposals-for-the-obama-administrations-global-health-initiative/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/rights-based-health-systems.pdf
Action Agenda for Realizing Treatment and Support for Women and Girls in Darfur,,report,2010-03-01,,,https://phr.org/our-work/resources/action-agenda-for-realizing-treatment-and-support-for-women-and-girls-in-darfur/,Sexual Violence|Sudan,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2010/03/darfur-action-agenda.pdf
Letter from Health Advocates: Concerns about Global Health Workforce Issues in the US Health Reform Efforts,,other,2009-09-08,,,https://phr.org/our-work/resources/letter-from-health-advocates-concerns-about-global-health-workforce-issues-in-the-us-health-reform-efforts/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/letter-2009-09-10-hwai.pdf
Perilous Medicine,,report,2009-06-16,,,https://phr.org/our-work/resources/perilous-medicine/,Persecution of Health Workers|Kosovo,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2009/06/perilous-medicineKosovo-legacy.pdf
Amicus Brief in Support of Prevention of Coercive Confinement in Domestic Incarceration,,other,2010-02-01,,,https://phr.org/our-work/resources/amicus-brief-in-support-of-prevention-of-coercive-confinement-in-domestic-incarceration/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/amicus-brief-zagorski.pdf
Toxic Metals and Indigenous Peoples Near the Marlin Mine in Western Guatemala,,report,2010-05-18,,,https://phr.org/our-work/resources/toxic-metals-and-indigenous-peoples-near-the-marlin-mine-in-western-guatemala/,Guatemala,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2010/05/guatemala-toxic-metals-1.pdf
Stateless and Starving,,report,2010-03-01,,,https://phr.org/our-work/resources/stateless-and-starving/,Mass Atrocities|Bangladesh,"Parveen Parmar, MD, MPH",,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2010/03/stateless-and-starving-1.pdf
Nowhere to Turn,,report,2009-05-01,,,https://phr.org/our-work/resources/nowhere-to-turn/,Sexual Violence|Sudan,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2009/05/nowhere-to-turn.pdf
Health in Ruins,,report,2009-01-01,,,https://phr.org/our-work/resources/health-in-ruins/,Attacks on Health Care|Zimbabwe,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2009/01/health-in-ruins-zim-full-2009.pdf
Death Investigations  |  Investigations in Russia,,report,,,,https://phr.org/issues/investigating-deaths-and-mass-atrocities/death-investigations/investigations-in-russia/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2019/08/PHR_IFP_Magnitsky-report_July-2011_and-Addendum_2012.pdf
The Right to Health and Health Workforce Planning,,other,2008-08-04,,,https://phr.org/our-work/resources/the-right-to-health-and-health-workforce-planning/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/health-workforce-planning-guide-2.pdf
Amicus Brief in Support of Adequate Health Care for Immigration Detainees and Asylum Seekers,,other,2008-07-10,,,https://phr.org/our-work/resources/amicus-brief-in-support-of-adequate-health-care-for-immigration-detainees-and-asylum-seekers/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/amicus-brief-ice-deten.pdf
"Stigma, Discrimination, and PEPFAR Partnership Framework Agreements: An Analysis of Selected Issues in Five Agreements",,other,2009-12-01,,,https://phr.org/our-work/resources/stigma-discrimination-and-pepfar-partnership-framework-agreements-an-analysis-of-selected-issues-in-five-agreements/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/pepfar-partnership-framework.pdf
"Broken Laws, Broken Lives",,report,2008-06-01,,,https://phr.org/our-work/resources/broken-laws-broken-lives/,Torture|United States,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2008/06/BrokenLaws_14.pdf
Forensic Documentation of Torture and Ill Treatment in Mexico,,report,2008-12-05,,,https://phr.org/our-work/resources/forensic-documentation-of-torture-and-ill-treatment-in-mexico/,Torture|Mexico,"Vincent Iacopino, MD, PhD",,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2008/12/mexico-forensic-documentation-torture-2008.pdf
Aiding Torture: Health Professionals' Ethics and Human Rights Violations Demonstrated in the May 2004 CIA Inspector General's Report,,report,2009-08-01,,,https://phr.org/our-work/resources/aiding-torture-health-professionals-ethics-and-human-rights-violations-demonstrated-in-the-may-2004-cia-inspector-generals-report/,Torture|United States,"Scott A. Allen, MD, FACP|Steven Reisner, PhD|Vincent Iacopino, MD, PhD",,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2009/08/aiding-torture-2009.pdf
Human Rights Groups Urge Secretary of State Rice to Call on Pakistan to Restore Independent Judiciary and Lift Media Restrictions,,other,2007-12-21,,,https://phr.org/our-work/resources/human-rights-groups-urge-secretary-of-state-rice-to-call-on-pakistan-to-restore-independent-judiciary-and-lift-media-restrictions/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/hrlc-letter-to-secretary-rice-12-31-07.pdf
PHR Urges UN Human Rights Council to Preserve the Mandates of Darfur Expert Group and Special Rapporteur for Sudan,,other,2007-12-10,,,https://phr.org/our-work/resources/phr-urges-un-human-rights-council-to-preserve-the-mandates-of-darfur-expert-group-and-special-rapporteur-for-sudan/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/joint-ngo-darfur-sign-on-letter.pdf
PHR Urges Secretary of State Rice to Pressure Pakistan to End Abuses,,other,2007-11-13,,,https://phr.org/our-work/resources/phr-urges-secretary-of-state-rice-to-pressure-pakistan-to-end-abuses/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/rice_letter_pakistan_12nov07_final.pdf
Deadly Delays,,report,2007-11-28,,,https://phr.org/our-work/resources/deadly-delays/,Peru,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2007/11/maternal-mortality-in-peru2007.pdf
Statement of Support for Dr. Sen's Travel to U.S. to Receive Jonathan Mann Award,,other,2008-04-21,,,https://phr.org/our-work/resources/statement-of-support-for-dr-sens-travel-to-u-s-to-receive-jonathan-mann-award/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/support-for-dr-sen.pdf
Open Letter to 2008 Presidential Candidates on Global Health and HIV/AIDS,,other,2007-10-09,,,https://phr.org/our-work/resources/open-letter-to-2008-presidential-candidates-on-global-health-and-hiv-aids/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/haa-open-letter-08-candidates.pdf
Promise Unmet – AGHA's Stock Out Survey,,other,2007-10-01,,,https://phr.org/our-work/resources/promise-unmet-aghas-stock-out-survey/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_Reports/2007-promise-unmet.pdf
UNAMID Deployment on the Brink,,report,2007-12-20,,,https://phr.org/our-work/resources/unamid-deployment-on-the-brink/,Mass Atrocities|Sudan,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2007/12/unamid-deployment-on-the-brink.pdf
Joint Letter to UN Secretary General on Haroun Appointment in Sudan,,other,2007-09-19,,,https://phr.org/our-work/resources/joint-letter-to-un-secretary-general-on-haroun-appointment-in-sudan/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/joint-letter-to-unsg-on-haroun.pdf
Leave No Marks,,report,2007-08-01,,,https://phr.org/our-work/resources/leave-no-marks/,Torture|United States,"Scott A. Allen, MD, FACP",,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2007/08/leave-no-marks-1.pdf
PHR Letter to Secretary Gates Applauds Declassification of Report on Interrogation Techniques and Calls for Remedial Measures,,other,2007-05-31,,,https://phr.org/our-work/resources/phr-letter-to-secretary-gates-applauds-declassification-of-report-on-interrogation-techniques-and-calls-for-remedial-measures/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/letter-to-gates-notorture.pdf
PHR Letter to American Psychological Association Regarding Psychologists and Interrogations,,other,2007-06-14,,,https://phr.org/our-work/resources/phr-letter-to-american-psychological-association-regarding-psychologists-and-interrogations/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/phr-letter-to-dr-brehm.pdf
Letter in Support of California State Resolution Against Health Professional Involvement in Interrogations,,other,2007-01-11,,,https://phr.org/our-work/resources/letter-in-support-of-california-state-resolution-against-health-professional-involvement-in-interrogations/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/letter-supporting-california-resolution.pdf
The 20th Anniversary of Physicians for Human Rights,,other,2006-10-01,,,https://phr.org/our-work/resources/the-20th-anniversary-of-physicians-for-human-rights/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/phr20thlenrubenstein.pdf
Epidemic of Inequality: Women's Rights and HIV/AIDS in Botswana & Swaziland,,report,2007-05-01,,,https://phr.org/our-work/resources/epidemic-of-inequality-womens-rights-and-hiv-aids-in-botswana-swaziland/,When Doctors Harm|Botswana,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2007/05/botswana-swaziland-report-1.pdf
Nigeria: Access to Health Care for People Living with HIV and AIDS,,report,2006-08-01,,,https://phr.org/our-work/resources/nigeria-access-to-health-care-for-people-living-with-hiv-and-aids/,When Doctors Harm|Nigeria,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2006/08/nigeria-access-to-heatlh-care.pdf
Bold Solutions to Africa's Health Worker Shortage,,report,2006-08-01,,,https://phr.org/our-work/resources/bold-solutions-to-africas-health-worker-shortage/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2006/08/bold-solutions-2006.pdf
"Guide to Using the Global Fund to Fight AIDS, Tuberculosis and Malaria to Support Health Systems Strengthening in Round 6",,other,2006-05-01,,,https://phr.org/our-work/resources/guide-to-using-the-global-fund-to-fight-aids-tuberculosis-and-malaria-to-support-health-systems-strengthening-in-round-6/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/using-the-global-fund-2006-round6.pdf
Darfur – Assault on Survival,,report,2006-01-01,,,https://phr.org/our-work/resources/darfur-assault-on-survival/,Mass Atrocities|Sudan,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2006/01/darfur-assault-on-survival-1.pdf
Break Them Down,,report,2005-05-01,,,https://phr.org/our-work/resources/break-them-down/,Torture|United States,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2005/05/break-them-down.pdf
"The Use of Rape as a Weapon of War in Darfur, Sudan",,report,2004-10-01,,,https://phr.org/our-work/resources/the-use-of-rape-as-a-weapon-of-war-in-darfur-sudan/,Sexual Violence|Sudan,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2004/10/darfur-rape-as-a-weapon-2004.pdf
HIV Transmission in Health Care Settings,,report,2004-07-01,,,https://phr.org/our-work/resources/hiv-transmission-in-health-care-settings/,When Doctors Harm|Global,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2004/07/hiv-transmission-in-healthcare-setting2003.pdf
"Excluded People, Eroded Communities",,report,2006-06-01,,,https://phr.org/our-work/resources/excluded-people-eroded-communities/,Mexico,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2006/06/excluded-people-eroded.pdf
An Action Plan to Prevent Brain Drain,,report,2004-06-01,,,https://phr.org/our-work/resources/an-action-plan-to-prevent-brain-drain/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2004/06/Africa-prevent-brain-drain-report-2004.pdf
Iraq: Medical Consequences of Interrogation Techniques,,report,2004-05-01,,,https://phr.org/our-work/resources/iraq-medical-consequences-of-interrogation-techniques/,Torture|Iraq,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2004/05/iraq-consequences-of-torture-2004.pdf
From Persecution to Prison,,report,2003-06-01,,,https://phr.org/our-work/resources/from-persecution-to-prison/,Asylum|United States,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2003/06/persecution-to-prison-US-2003.pdf
Dual Loyalty and Human Rights in Health Professional Practice,,report,2003-03-01,,,https://phr.org/our-work/resources/dual-loyalty-and-human-rights-in-health-professional-practice/,Global,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2003/03/dualloyalties-2002-report.pdf
"No Status: Migration, Trafficking, and Exploitation of Women in Thailand",,report,2004-06-01,,,https://phr.org/our-work/resources/no-status/,Sexual Violence|Thailand,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2004/06/thailand-women-trafficking-2004.pdf
Destroyed Livelihoods,,report,2005-02-01,,,https://phr.org/our-work/resources/destroyed-livelihoods/,Mass Atrocities|Sudan,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2005/02/darfur-case-study-village-destroyed-livelihoods-2005.pdf
War-Related Sexual Violence in Sierra Leone,,report,2002-06-01,,,https://phr.org/our-work/resources/war-related-sexual-violence-in-sierra-leone/,Sexual Violence|Sierra Leone,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2002/06/sierra-leone-sexual-violence-2002.pdf
Health and Human Rights Consequences of War in Iraq,,report,2003-02-14,,,https://phr.org/our-work/resources/health-and-human-rights-consequences-of-war-in-iraq/,Attacks on Health Care|Iraq,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2018/09/iraq-hhr-consequences-of-war-2003.pdf
Report on Conditions at Afghanistan's Shebarghan Prison,,report,2002-01-01,,,https://phr.org/our-work/resources/report-on-conditions-at-afghanistans-shebarghan-prison/,Torture|Afghanistan,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2002/01/afghanistan-conditions-at-shebarghan-prison-2002.pdf
Measuring Landmine Incidents and Injuries and the Capacity to Provide Care,,report,2000-03-01,,,https://phr.org/our-work/resources/measuring-landmine-incidents-and-injuries-and-the-capacity-to-provide-care/,Weapons|Global,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2000/03/guide-assess-landmine-injuries-2000.pdf
Human Rights and Health,,report,1998-01-01,,,https://phr.org/our-work/resources/human-rights-and-health/,When Doctors Harm|South Africa,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2020/11/south-africa-apartheid-report-1998.pdf
Investigations in Eastern Congo and Western Rwanda,,report,1997-06-01,,,https://phr.org/our-work/resources/investigations-in-eastern-congo-and-western-rwanda/,Mass Atrocities|Democratic Republic of Congo,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/1997/06/congo-investigations-1997.pdf
Striking Hard,,report,1997-10-01,,,https://phr.org/our-work/resources/striking-hard/,Torture|China,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/1997/10/tibet-strikinghard-torture-1997.pdf
